timestamp,open,high,low,close,volume
2025-05-30 21:30:00+00:00,2581.65,2584.91,2568.21,2569.39,923.75123
2025-05-30 21:45:00+00:00,2569.39,2573.99,2563.0,2568.99,961.25134
2025-05-30 22:00:00+00:00,2568.99,2573.18,2559.63,2566.0,1133.10181
2025-05-30 22:15:00+00:00,2566.0,2566.0,2546.4,2548.52,2241.22975
2025-05-30 22:30:00+00:00,2548.52,2554.38,2523.44,2525.28,2919.82105
2025-05-30 22:45:00+00:00,2525.28,2544.38,2525.21,2526.8,2744.2481
2025-05-30 23:00:00+00:00,2526.8,2536.45,2513.18,2527.99,2167.90527
2025-05-30 23:15:00+00:00,2527.99,2534.56,2507.77,2519.56,3118.70715
2025-05-30 23:30:00+00:00,2519.56,2527.6,2508.69,2518.89,3525.96742
2025-05-30 23:45:00+00:00,2518.89,2534.04,2518.89,2531.25,1324.88591
2025-05-31 00:00:00+00:00,2531.25,2539.76,2523.62,2527.06,1519.06485
2025-05-31 00:15:00+00:00,2527.06,2530.0,2502.07,2515.6,2752.68031
2025-05-31 00:30:00+00:00,2515.6,2534.9,2515.6,2531.79,1454.69508
2025-05-31 00:45:00+00:00,2531.79,2535.29,2516.86,2519.74,659.67551
2025-05-31 01:00:00+00:00,2519.74,2525.3,2509.16,2520.8,1386.16911
2025-05-31 01:15:00+00:00,2520.8,2527.92,2504.28,2509.19,1148.35461
2025-05-31 01:30:00+00:00,2509.19,2514.31,2476.53,2498.26,11576.07067
2025-05-31 01:45:00+00:00,2498.26,2499.03,2484.51,2493.12,1834.57164
2025-05-31 02:00:00+00:00,2493.12,2512.0,2485.67,2510.58,2270.79054
2025-05-31 02:15:00+00:00,2510.58,2517.0,2503.56,2505.19,1028.44828
2025-05-31 02:30:00+00:00,2505.19,2505.37,2492.67,2498.4,2065.84926
2025-05-31 02:45:00+00:00,2498.4,2502.22,2485.39,2490.29,1602.61585
2025-05-31 03:00:00+00:00,2490.29,2497.12,2485.21,2495.83,1368.25858
2025-05-31 03:15:00+00:00,2495.83,2505.26,2486.85,2504.27,1356.45278
2025-05-31 03:30:00+00:00,2504.27,2512.5,2500.11,2511.88,1089.07938
2025-05-31 03:45:00+00:00,2511.88,2516.75,2509.92,2513.78,550.37315
2025-05-31 04:00:00+00:00,2513.78,2513.95,2504.58,2509.83,548.23474
2025-05-31 04:15:00+00:00,2509.83,2526.57,2504.4,2519.58,1064.37444
2025-05-31 04:30:00+00:00,2519.58,2523.37,2517.65,2518.0,588.78366
2025-05-31 04:45:00+00:00,2518.0,2524.69,2518.0,2522.5,391.31482
2025-05-31 05:00:00+00:00,2522.5,2526.32,2517.85,2518.3,920.90025
2025-05-31 05:15:00+00:00,2518.3,2520.67,2514.0,2518.17,731.88969
2025-05-31 05:30:00+00:00,2518.17,2522.2,2515.81,2521.6,326.04501
2025-05-31 05:45:00+00:00,2521.6,2521.6,2511.36,2512.28,682.09963
2025-05-31 06:00:00+00:00,2512.28,2520.0,2512.0,2518.0,625.47402
2025-05-31 06:15:00+00:00,2518.0,2522.28,2516.55,2519.6,490.59829
2025-05-31 06:30:00+00:00,2519.6,2526.32,2516.52,2525.39,672.68057
2025-05-31 06:45:00+00:00,2525.39,2525.59,2520.52,2521.6,365.3565
2025-05-31 07:00:00+00:00,2521.6,2523.59,2517.0,2517.0,399.38539
2025-05-31 07:15:00+00:00,2517.0,2521.19,2515.0,2519.68,524.17391
2025-05-31 07:30:00+00:00,2519.68,2524.27,2519.21,2520.93,724.99212
2025-05-31 07:45:00+00:00,2520.93,2526.28,2519.1,2521.34,715.3253
2025-05-31 08:00:00+00:00,2521.34,2526.39,2520.0,2520.42,1187.45342
2025-05-31 08:15:00+00:00,2520.42,2524.69,2517.01,2521.13,1849.17545
2025-05-31 08:30:00+00:00,2521.13,2525.93,2515.88,2518.71,595.82653
2025-05-31 08:45:00+00:00,2518.71,2530.59,2518.14,2524.8,1885.85972
2025-05-31 09:00:00+00:00,2524.8,2529.79,2523.45,2526.05,542.45186
2025-05-31 09:15:00+00:00,2526.05,2527.77,2517.46,2519.57,702.21627
2025-05-31 09:30:00+00:00,2519.57,2522.92,2518.44,2520.22,476.54531
2025-05-31 09:45:00+00:00,2520.22,2524.24,2518.81,2523.3,396.21511
2025-05-31 10:00:00+00:00,2523.3,2538.21,2520.01,2532.55,1035.16895
2025-05-31 10:15:00+00:00,2532.55,2538.35,2521.63,2522.65,2546.54119
2025-05-31 10:30:00+00:00,2522.65,2524.19,2513.3,2516.0,1001.8166
2025-05-31 10:45:00+00:00,2516.0,2520.89,2508.3,2520.0,692.72011
2025-05-31 11:00:00+00:00,2520.0,2521.8,2509.61,2512.28,667.68935
2025-05-31 11:15:00+00:00,2512.28,2519.5,2511.62,2517.35,412.14284
2025-05-31 11:30:00+00:00,2517.35,2520.32,2512.8,2519.86,588.41621
2025-05-31 11:45:00+00:00,2519.86,2520.87,2517.82,2519.59,332.7281
2025-05-31 12:00:00+00:00,2519.59,2532.01,2516.18,2530.71,964.53141
2025-05-31 12:15:00+00:00,2530.71,2534.07,2525.08,2526.01,752.69564
2025-05-31 12:30:00+00:00,2526.01,2531.61,2525.65,2527.73,441.28962
2025-05-31 12:45:00+00:00,2527.73,2537.99,2527.73,2537.76,793.11391
2025-05-31 13:00:00+00:00,2537.76,2547.54,2535.27,2538.0,1285.36495
2025-05-31 13:15:00+00:00,2538.0,2540.76,2530.36,2535.35,1171.13538
2025-05-31 13:30:00+00:00,2535.35,2539.59,2531.43,2531.49,578.9556
2025-05-31 13:45:00+00:00,2531.49,2533.63,2526.65,2533.1,620.14256
2025-05-31 14:00:00+00:00,2533.1,2543.99,2531.11,2541.32,828.98908
2025-05-31 14:15:00+00:00,2541.32,2544.56,2536.36,2538.62,744.88937
2025-05-31 14:30:00+00:00,2538.62,2542.29,2536.6,2540.81,503.20244
2025-05-31 14:45:00+00:00,2540.81,2543.62,2538.44,2542.19,493.89287
2025-05-31 15:00:00+00:00,2542.19,2544.59,2534.27,2538.71,1078.35004
2025-05-31 15:15:00+00:00,2538.71,2550.34,2537.6,2547.2,1486.67292
2025-05-31 15:30:00+00:00,2547.2,2548.76,2536.75,2537.04,1171.13109
2025-05-31 15:45:00+00:00,2537.04,2539.13,2532.35,2536.24,718.83722
2025-05-31 16:00:00+00:00,2536.24,2540.3,2532.8,2537.93,576.67306
2025-05-31 16:15:00+00:00,2537.93,2546.62,2537.93,2543.49,379.54726
2025-05-31 16:30:00+00:00,2543.49,2547.65,2536.4,2540.27,629.38246
2025-05-31 16:45:00+00:00,2540.27,2541.6,2536.81,2540.51,472.04327
2025-05-31 17:00:00+00:00,2540.51,2541.15,2535.11,2539.2,429.08391
2025-05-31 17:15:00+00:00,2539.2,2541.39,2534.6,2535.2,320.3676
2025-05-31 17:30:00+00:00,2535.2,2538.27,2532.55,2535.75,323.00039
2025-05-31 17:45:00+00:00,2535.75,2535.98,2523.26,2527.56,1284.12616
2025-05-31 18:00:00+00:00,2527.56,2535.43,2525.85,2534.8,315.51373
2025-05-31 18:15:00+00:00,2534.8,2542.47,2534.01,2537.51,359.99252
2025-05-31 18:30:00+00:00,2537.51,2541.0,2536.1,2536.99,264.47114
2025-05-31 18:45:00+00:00,2536.99,2540.57,2535.42,2539.81,170.16913
2025-05-31 19:00:00+00:00,2539.81,2543.03,2537.44,2538.19,586.27554
2025-05-31 19:15:00+00:00,2538.19,2542.16,2537.79,2541.2,179.70732
2025-05-31 19:30:00+00:00,2541.2,2542.76,2537.61,2539.59,814.66699
2025-05-31 19:45:00+00:00,2539.59,2541.18,2536.08,2537.37,273.68336
2025-05-31 20:00:00+00:00,2537.37,2540.9,2531.53,2534.0,905.50205
2025-05-31 20:15:00+00:00,2534.0,2540.89,2532.19,2539.71,281.81239
2025-05-31 20:30:00+00:00,2539.71,2541.39,2538.41,2539.2,198.56118
2025-05-31 20:45:00+00:00,2539.2,2542.49,2538.81,2542.13,321.57672
2025-05-31 21:00:00+00:00,2542.13,2550.97,2540.98,2540.98,1601.8363
2025-05-31 21:15:00+00:00,2540.98,2544.38,2539.04,2543.99,262.73799
2025-05-31 21:30:00+00:00,2543.99,2546.6,2540.57,2544.0,356.84731
2025-05-31 21:45:00+00:00,2544.0,2545.19,2539.6,2542.97,318.8076
2025-05-31 22:00:00+00:00,2542.97,2544.96,2536.16,2540.88,333.29388
2025-05-31 22:15:00+00:00,2540.88,2541.19,2535.98,2536.5,340.62607
2025-05-31 22:30:00+00:00,2536.5,2539.08,2534.18,2538.52,592.55891
2025-05-31 22:45:00+00:00,2538.52,2538.52,2530.28,2530.49,545.87267
2025-05-31 23:00:00+00:00,2530.49,2538.15,2524.09,2538.0,1421.989
2025-05-31 23:15:00+00:00,2538.0,2548.25,2533.73,2534.29,1480.69938
2025-05-31 23:30:00+00:00,2534.29,2535.99,2528.9,2530.54,305.57662
2025-05-31 23:45:00+00:00,2530.54,2531.4,2526.62,2527.98,246.7445
2025-06-01 00:00:00+00:00,2527.98,2528.73,2516.61,2520.15,1708.70349
2025-06-01 00:15:00+00:00,2520.15,2523.01,2514.91,2517.7,1174.99112
2025-06-01 00:30:00+00:00,2517.7,2521.61,2515.47,2521.61,704.29644
2025-06-01 00:45:00+00:00,2521.61,2525.86,2520.96,2525.77,1078.15054
2025-06-01 01:00:00+00:00,2525.77,2528.78,2518.15,2528.08,471.63299
2025-06-01 01:15:00+00:00,2528.08,2530.27,2518.14,2522.88,1041.54721
2025-06-01 01:30:00+00:00,2522.88,2525.8,2516.54,2516.85,505.00881
2025-06-01 01:45:00+00:00,2516.85,2520.8,2492.17,2507.51,2927.40887
2025-06-01 02:00:00+00:00,2507.51,2507.51,2493.65,2496.63,1231.54264
2025-06-01 02:15:00+00:00,2496.63,2509.35,2496.63,2507.35,769.42761
2025-06-01 02:30:00+00:00,2507.35,2512.47,2507.35,2509.93,390.68548
2025-06-01 02:45:00+00:00,2509.93,2513.5,2505.65,2507.1,663.96812
2025-06-01 03:00:00+00:00,2507.1,2508.69,2500.37,2501.43,698.15234
2025-06-01 03:15:00+00:00,2501.43,2505.94,2492.14,2501.97,1022.12969
2025-06-01 03:30:00+00:00,2501.97,2511.59,2501.97,2509.76,415.42021
2025-06-01 03:45:00+00:00,2509.76,2518.5,2509.76,2513.22,1045.4993
2025-06-01 04:00:00+00:00,2513.22,2515.99,2511.31,2512.86,285.71786
2025-06-01 04:15:00+00:00,2512.86,2516.59,2512.86,2515.69,161.72144
2025-06-01 04:30:00+00:00,2515.69,2525.39,2515.69,2523.59,493.72324
2025-06-01 04:45:00+00:00,2523.59,2527.2,2521.76,2522.27,368.48527
2025-06-01 05:00:00+00:00,2522.27,2527.6,2521.21,2522.93,318.54219
2025-06-01 05:15:00+00:00,2522.93,2524.34,2517.61,2519.83,260.77964
2025-06-01 05:30:00+00:00,2519.83,2522.71,2517.01,2517.2,184.58532
2025-06-01 05:45:00+00:00,2517.2,2520.31,2515.85,2518.59,283.21143
2025-06-01 06:00:00+00:00,2518.59,2519.28,2515.6,2516.85,410.63084
2025-06-01 06:15:00+00:00,2516.85,2517.19,2509.13,2513.2,455.34695
2025-06-01 06:30:00+00:00,2513.2,2519.0,2513.2,2515.52,333.50719
2025-06-01 06:45:00+00:00,2515.52,2517.15,2511.09,2512.45,221.20661
2025-06-01 07:00:00+00:00,2512.45,2513.91,2507.52,2513.2,320.07779
2025-06-01 07:15:00+00:00,2513.2,2515.59,2510.51,2512.55,517.50057
2025-06-01 07:30:00+00:00,2512.55,2513.07,2505.55,2508.62,738.49087
2025-06-01 07:45:00+00:00,2508.62,2510.67,2506.0,2508.96,377.11552
2025-06-01 08:00:00+00:00,2508.96,2510.95,2503.15,2504.64,480.13521
2025-06-01 08:15:00+00:00,2504.64,2506.4,2498.87,2502.27,1011.69542
2025-06-01 08:30:00+00:00,2502.27,2508.66,2501.12,2507.64,373.25795
2025-06-01 08:45:00+00:00,2507.64,2508.76,2500.77,2505.79,664.44692
2025-06-01 09:00:00+00:00,2505.79,2510.76,2496.04,2501.53,1337.57994
2025-06-01 09:15:00+00:00,2501.53,2502.32,2492.0,2494.18,1162.15359
2025-06-01 09:30:00+00:00,2494.18,2494.45,2482.5,2485.59,3344.46381
2025-06-01 09:45:00+00:00,2485.59,2492.5,2477.4,2492.08,2249.94131
2025-06-01 10:00:00+00:00,2492.08,2495.81,2486.47,2494.23,985.93344
2025-06-01 10:15:00+00:00,2494.23,2496.58,2492.14,2494.68,744.96203
2025-06-01 10:30:00+00:00,2494.68,2495.16,2487.35,2490.32,475.17044
2025-06-01 10:45:00+00:00,2490.32,2494.64,2486.75,2493.61,451.43064
2025-06-01 11:00:00+00:00,2493.61,2496.63,2491.0,2493.26,819.63834
2025-06-01 11:15:00+00:00,2493.26,2501.51,2493.21,2499.43,487.3381
2025-06-01 11:30:00+00:00,2499.43,2502.73,2497.44,2502.38,353.98392
2025-06-01 11:45:00+00:00,2502.38,2502.64,2495.73,2497.39,263.84843
2025-06-01 12:00:00+00:00,2497.39,2501.49,2492.78,2498.34,428.40304
2025-06-01 12:15:00+00:00,2498.34,2499.9,2489.76,2493.09,484.97996
2025-06-01 12:30:00+00:00,2493.09,2493.91,2468.09,2481.43,2587.77735
2025-06-01 12:45:00+00:00,2481.43,2484.52,2476.69,2484.29,794.27657
2025-06-01 13:00:00+00:00,2484.29,2490.88,2480.41,2490.8,568.58555
2025-06-01 13:15:00+00:00,2490.8,2496.55,2487.59,2490.94,641.64499
2025-06-01 13:30:00+00:00,2490.94,2497.39,2490.36,2496.66,584.5251
2025-06-01 13:45:00+00:00,2496.66,2498.6,2493.0,2493.8,503.52011
2025-06-01 14:00:00+00:00,2493.8,2509.42,2493.8,2502.99,1197.1403
2025-06-01 14:15:00+00:00,2502.99,2514.39,2502.99,2512.01,1126.40632
2025-06-01 14:30:00+00:00,2512.01,2515.67,2508.81,2513.48,612.76854
2025-06-01 14:45:00+00:00,2513.48,2518.41,2508.35,2509.38,826.85499
2025-06-01 15:00:00+00:00,2509.38,2511.0,2503.54,2506.38,610.17818
2025-06-01 15:15:00+00:00,2506.38,2519.7,2504.84,2517.6,574.45882
2025-06-01 15:30:00+00:00,2517.6,2522.73,2515.42,2521.88,876.7576
2025-06-01 15:45:00+00:00,2521.88,2525.38,2518.27,2523.42,1621.13073
2025-06-01 16:00:00+00:00,2523.42,2541.6,2521.01,2537.6,2534.21404
2025-06-01 16:15:00+00:00,2537.6,2542.39,2529.78,2536.87,1459.60172
2025-06-01 16:30:00+00:00,2536.87,2547.98,2532.08,2545.84,2898.79294
2025-06-01 16:45:00+00:00,2545.84,2547.75,2537.14,2538.67,1374.02693
2025-06-01 17:00:00+00:00,2538.67,2543.6,2534.3,2539.22,811.17148
2025-06-01 17:15:00+00:00,2539.22,2544.0,2537.45,2544.0,509.19092
2025-06-01 17:30:00+00:00,2544.0,2547.12,2539.81,2539.92,462.65204
2025-06-01 17:45:00+00:00,2539.92,2543.99,2537.5,2539.1,904.29716
2025-06-01 18:00:00+00:00,2539.1,2539.14,2524.6,2529.79,1717.84877
2025-06-01 18:15:00+00:00,2529.79,2530.37,2512.82,2516.0,1078.90334
2025-06-01 18:30:00+00:00,2516.0,2516.0,2492.55,2500.97,2517.84848
2025-06-01 18:45:00+00:00,2500.97,2524.22,2499.86,2519.97,2000.35403
2025-06-01 19:00:00+00:00,2519.97,2526.79,2511.69,2514.83,1632.50289
2025-06-01 19:15:00+00:00,2514.83,2522.74,2513.83,2518.8,883.28919
2025-06-01 19:30:00+00:00,2518.8,2522.71,2517.3,2519.96,523.26883
2025-06-01 19:45:00+00:00,2519.96,2527.12,2519.96,2526.24,369.66526
2025-06-01 20:00:00+00:00,2526.24,2526.97,2519.49,2522.4,491.2826
2025-06-01 20:15:00+00:00,2522.4,2528.44,2522.4,2526.94,388.62095
2025-06-01 20:30:00+00:00,2526.94,2537.43,2526.41,2534.8,620.8508
2025-06-01 20:45:00+00:00,2534.8,2536.25,2524.22,2525.64,958.62949
2025-06-01 21:00:00+00:00,2525.64,2532.39,2524.4,2531.66,531.30137
2025-06-01 21:15:00+00:00,2531.66,2536.38,2531.45,2533.4,369.28969
2025-06-01 21:30:00+00:00,2533.4,2540.96,2531.76,2534.13,636.37677
2025-06-01 21:45:00+00:00,2534.13,2540.85,2533.72,2539.6,483.59816
2025-06-01 22:00:00+00:00,2539.6,2547.74,2539.43,2546.61,756.57952
2025-06-01 22:15:00+00:00,2546.61,2547.49,2535.49,2536.87,853.15293
2025-06-01 22:30:00+00:00,2536.87,2540.36,2535.39,2538.41,307.05451
2025-06-01 22:45:00+00:00,2538.41,2538.71,2532.7,2535.36,267.04342
2025-06-01 23:00:00+00:00,2535.36,2543.65,2534.41,2541.6,345.59386
2025-06-01 23:15:00+00:00,2541.6,2545.45,2537.68,2537.96,519.23821
2025-06-01 23:30:00+00:00,2537.96,2542.63,2535.16,2536.18,470.32279
2025-06-01 23:45:00+00:00,2536.18,2539.65,2533.32,2539.21,553.10979
2025-06-02 00:00:00+00:00,2539.21,2540.83,2534.73,2536.14,512.01823
2025-06-02 00:15:00+00:00,2536.14,2540.32,2528.61,2530.49,975.57798
2025-06-02 00:30:00+00:00,2530.49,2534.81,2526.77,2534.25,608.11827
2025-06-02 00:45:00+00:00,2534.25,2534.78,2530.0,2534.36,419.69359
2025-06-02 01:00:00+00:00,2534.36,2541.62,2534.23,2537.99,498.82292
2025-06-02 01:15:00+00:00,2537.99,2541.94,2529.69,2531.31,702.47726
2025-06-02 01:30:00+00:00,2531.31,2532.51,2526.81,2527.6,1238.20265
2025-06-02 01:45:00+00:00,2527.6,2531.49,2525.01,2526.21,393.51252
2025-06-02 02:00:00+00:00,2526.21,2527.59,2515.77,2517.85,622.95168
2025-06-02 02:15:00+00:00,2517.85,2523.2,2513.61,2519.64,377.34149
2025-06-02 02:30:00+00:00,2519.64,2522.9,2514.84,2521.01,301.34387
2025-06-02 02:45:00+00:00,2521.01,2521.92,2507.71,2508.82,651.44931
2025-06-02 03:00:00+00:00,2508.82,2510.49,2493.0,2493.65,1083.03302
2025-06-02 03:15:00+00:00,2493.65,2499.0,2485.76,2494.09,1924.6951
2025-06-02 03:30:00+00:00,2494.09,2502.99,2490.08,2498.23,1867.84592
2025-06-02 03:45:00+00:00,2498.23,2500.26,2493.8,2496.26,351.02773
2025-06-02 04:00:00+00:00,2496.26,2499.62,2492.81,2499.21,1083.29437
2025-06-02 04:15:00+00:00,2499.21,2501.61,2496.41,2496.68,187.44141
2025-06-02 04:30:00+00:00,2496.68,2501.77,2495.9,2499.09,421.84522
2025-06-02 04:45:00+00:00,2499.09,2500.38,2487.63,2492.51,1681.16445
2025-06-02 05:00:00+00:00,2492.51,2497.12,2486.42,2495.6,384.21133
2025-06-02 05:15:00+00:00,2495.6,2497.51,2489.21,2494.96,553.27406
2025-06-02 05:30:00+00:00,2494.96,2495.25,2486.6,2486.6,281.42864
2025-06-02 05:45:00+00:00,2486.6,2493.23,2483.53,2492.88,509.67696
2025-06-02 06:00:00+00:00,2492.88,2500.13,2487.45,2489.25,935.69054
2025-06-02 06:15:00+00:00,2489.25,2495.35,2484.64,2494.27,975.80375
2025-06-02 06:30:00+00:00,2494.27,2499.61,2488.4,2499.38,745.93964
2025-06-02 06:45:00+00:00,2499.38,2500.19,2493.67,2494.97,790.9642
2025-06-02 07:00:00+00:00,2494.97,2507.31,2494.51,2505.73,663.58293
2025-06-02 07:15:00+00:00,2505.73,2513.7,2501.12,2503.08,710.65832
2025-06-02 07:30:00+00:00,2503.08,2507.96,2499.95,2507.36,604.38689
2025-06-02 07:45:00+00:00,2507.36,2509.01,2503.19,2506.95,684.05062
2025-06-02 08:00:00+00:00,2506.95,2512.56,2503.62,2508.39,550.00438
2025-06-02 08:15:00+00:00,2508.39,2515.0,2503.65,2513.42,597.95707
2025-06-02 08:30:00+00:00,2513.42,2516.05,2498.2,2499.63,687.00788
2025-06-02 08:45:00+00:00,2499.63,2502.73,2490.05,2494.35,869.42631
2025-06-02 09:00:00+00:00,2494.35,2494.8,2478.34,2482.4,3585.46745
2025-06-02 09:15:00+00:00,2482.4,2488.01,2477.83,2483.82,2010.5861
2025-06-02 09:30:00+00:00,2483.82,2489.9,2477.91,2480.17,936.9794
2025-06-02 09:45:00+00:00,2480.17,2483.59,2474.88,2481.6,946.44653
2025-06-02 10:00:00+00:00,2481.6,2489.93,2476.37,2489.17,1021.48297
2025-06-02 10:15:00+00:00,2489.17,2489.17,2477.65,2482.33,2372.08121
2025-06-02 10:30:00+00:00,2482.33,2485.74,2477.21,2481.72,503.27841
2025-06-02 10:45:00+00:00,2481.72,2484.99,2480.8,2482.06,250.66036
2025-06-02 11:00:00+00:00,2482.06,2488.86,2478.04,2486.91,533.32668
2025-06-02 11:15:00+00:00,2486.91,2488.23,2482.5,2482.8,450.65047
2025-06-02 11:30:00+00:00,2482.8,2486.38,2476.77,2478.13,368.9552
2025-06-02 11:45:00+00:00,2478.13,2483.47,2475.35,2480.99,651.32524
2025-06-02 12:00:00+00:00,2480.99,2485.78,2478.51,2484.73,590.98746
2025-06-02 12:15:00+00:00,2484.73,2484.73,2478.0,2483.89,445.6623
2025-06-02 12:30:00+00:00,2483.89,2497.4,2482.54,2493.61,1051.40737
2025-06-02 12:45:00+00:00,2493.61,2498.26,2490.14,2497.75,555.87082
2025-06-02 13:00:00+00:00,2497.75,2499.13,2488.76,2492.98,626.10943
2025-06-02 13:15:00+00:00,2492.98,2502.62,2487.72,2500.21,701.41729
2025-06-02 13:30:00+00:00,2500.21,2519.91,2499.73,2511.6,1577.52763
2025-06-02 13:45:00+00:00,2511.6,2513.2,2496.19,2504.99,1335.97219
2025-06-02 14:00:00+00:00,2504.99,2516.8,2495.69,2514.98,1900.37901
2025-06-02 14:15:00+00:00,2514.98,2541.24,2509.79,2531.22,4254.59973
2025-06-02 14:30:00+00:00,2531.22,2537.67,2523.0,2525.3,2554.49344
2025-06-02 14:45:00+00:00,2525.3,2532.5,2518.23,2531.61,1920.31651
2025-06-02 15:00:00+00:00,2531.61,2538.0,2523.48,2535.75,1853.6389
2025-06-02 15:15:00+00:00,2535.75,2557.0,2531.82,2539.69,2797.10426
2025-06-02 15:30:00+00:00,2539.69,2543.37,2534.03,2540.83,1616.44373
2025-06-02 15:45:00+00:00,2540.83,2547.91,2538.39,2544.32,1226.87384
2025-06-02 16:00:00+00:00,2544.32,2546.38,2536.76,2537.51,1368.63089
2025-06-02 16:15:00+00:00,2537.51,2542.0,2529.89,2534.38,1108.42328
2025-06-02 16:30:00+00:00,2534.38,2541.99,2532.4,2538.58,1757.87829
2025-06-02 16:45:00+00:00,2538.58,2554.22,2536.39,2546.94,1511.20423
2025-06-02 17:00:00+00:00,2546.94,2552.79,2539.81,2540.17,1888.69415
2025-06-02 17:15:00+00:00,2540.17,2553.24,2539.02,2544.29,1851.57484
2025-06-02 17:30:00+00:00,2544.29,2548.43,2539.02,2542.04,1093.33332
2025-06-02 17:45:00+00:00,2542.04,2552.97,2540.55,2549.92,1344.22334
2025-06-02 18:00:00+00:00,2549.92,2553.73,2544.84,2551.77,951.98128
2025-06-02 18:15:00+00:00,2551.77,2565.85,2547.33,2557.46,2503.8867
2025-06-02 18:30:00+00:00,2557.46,2557.99,2545.25,2545.99,978.1433
2025-06-02 18:45:00+00:00,2545.99,2545.99,2538.07,2544.66,672.46125
2025-06-02 19:00:00+00:00,2544.66,2549.12,2534.52,2534.52,701.64201
2025-06-02 19:15:00+00:00,2534.52,2542.57,2534.27,2538.01,354.83961
2025-06-02 19:30:00+00:00,2538.01,2538.67,2524.75,2529.02,1010.65379
2025-06-02 19:45:00+00:00,2529.02,2534.47,2525.6,2532.78,690.88725
2025-06-02 20:00:00+00:00,2532.78,2546.75,2531.91,2546.0,1463.51699
2025-06-02 20:15:00+00:00,2546.0,2547.99,2540.47,2542.26,1183.66961
2025-06-02 20:30:00+00:00,2542.26,2544.0,2538.4,2541.2,568.86635
2025-06-02 20:45:00+00:00,2541.2,2541.8,2535.71,2539.99,406.6789
2025-06-02 21:00:00+00:00,2539.99,2548.0,2539.61,2546.24,655.12974
2025-06-02 21:15:00+00:00,2546.24,2546.76,2540.5,2546.25,225.95608
2025-06-02 21:30:00+00:00,2546.25,2554.34,2543.97,2551.2,834.95472
2025-06-02 21:45:00+00:00,2551.2,2561.3,2550.08,2560.19,717.16581
2025-06-02 22:00:00+00:00,2560.19,2575.68,2559.7,2572.22,1768.20124
2025-06-02 22:15:00+00:00,2572.22,2584.2,2569.43,2580.88,1894.21336
2025-06-02 22:30:00+00:00,2580.88,2585.0,2574.64,2576.95,1033.91585
2025-06-02 22:45:00+00:00,2576.95,2584.62,2574.83,2584.59,1045.70565
2025-06-02 23:00:00+00:00,2584.59,2605.39,2582.8,2594.0,3858.61271
2025-06-02 23:15:00+00:00,2594.0,2609.51,2593.12,2607.24,2534.48492
2025-06-02 23:30:00+00:00,2607.24,2614.57,2601.2,2612.0,2741.66161
2025-06-02 23:45:00+00:00,2612.0,2615.39,2605.19,2607.66,2047.93645
2025-06-03 00:00:00+00:00,2607.66,2618.12,2601.74,2616.72,2389.20358
2025-06-03 00:15:00+00:00,2616.72,2624.1,2614.41,2615.6,2601.61452
2025-06-03 00:30:00+00:00,2615.6,2626.78,2615.42,2620.23,1883.33981
2025-06-03 00:45:00+00:00,2620.23,2623.59,2616.85,2621.99,594.44779
2025-06-03 01:00:00+00:00,2621.99,2628.0,2618.41,2619.66,1295.71514
